age;education;marital-status;occupation;race;income
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
15~19;*;spouse present;*;*;<=50K
