age;education;marital-status;occupation;race;income
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;>50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
15~19;*;*;Technical;*;<=50K
