age;education;marital-status;occupation;race;income
15~19;Some-college;spouse present;*;*;<=50K
15~19;Some-college;spouse present;*;*;<=50K
15~19;Some-college;spouse present;*;*;<=50K
15~19;Some-college;spouse present;*;*;<=50K
15~19;Some-college;spouse present;*;*;<=50K
15~19;Some-college;spouse present;*;*;<=50K
15~19;Some-college;spouse present;*;*;<=50K
15~19;Some-college;spouse present;*;*;<=50K
15~19;Some-college;spouse present;*;*;<=50K
15~19;Some-college;spouse present;*;*;<=50K
15~19;Some-college;spouse present;*;*;<=50K
15~19;Some-college;spouse present;*;*;<=50K
15~19;Some-college;spouse present;*;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;Never-married;Tech-support;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;spouse not present;Craft-repair;*;<=50K
15~19;Higher education;Never-married;Prof-specialty;*;<=50K
15~19;Higher education;Never-married;Prof-specialty;*;<=50K
15~19;Higher education;Never-married;Prof-specialty;*;>50K
15~19;Higher education;Never-married;Prof-specialty;*;<=50K
15~19;Higher education;Never-married;Prof-specialty;*;<=50K
15~19;Higher education;Never-married;Prof-specialty;*;<=50K
15~19;Higher education;Never-married;Prof-specialty;*;<=50K
15~19;Higher education;Never-married;Prof-specialty;*;<=50K
15~19;Higher education;Never-married;Prof-specialty;*;<=50K
15~19;Higher education;Never-married;Prof-specialty;*;<=50K
15~19;Higher education;Never-married;Prof-specialty;*;<=50K
15~19;Higher education;Never-married;Prof-specialty;*;<=50K
15~19;Higher education;Never-married;Prof-specialty;*;<=50K
15~19;Higher education;Never-married;Prof-specialty;*;<=50K
15~19;Higher education;Never-married;Prof-specialty;*;<=50K
15~19;Higher education;Never-married;Prof-specialty;*;<=50K
15~19;Higher education;Never-married;Prof-specialty;*;<=50K
15~19;Higher education;Never-married;Prof-specialty;*;<=50K
