age;education;marital-status;occupation;race;income
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;>50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;>50K
20~24;Higher education;spouse present;Technical;*;>50K
20~24;Higher education;spouse present;Technical;*;>50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;>50K
20~24;Higher education;spouse present;Technical;*;>50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;>50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;>50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;>50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;>50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;>50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;>50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;>50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;>50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;<=50K
20~24;Higher education;spouse present;Technical;*;>50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;>50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;>50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;>50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;>50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;>50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;>50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;>50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
11~20;Higher education;spouse present;Other;*;<=50K
