age;education;marital-status;occupation;race;income
20~24;Bachelors;Married-civ-spouse;Tech-support;White;<=50K
20~24;Bachelors;Married-civ-spouse;Tech-support;White;<=50K
22;Some-college;Married-civ-spouse;Tech-support;*;<=50K
22;Some-college;Married-civ-spouse;Tech-support;*;<=50K
22;Some-college;Married-civ-spouse;Tech-support;*;<=50K
22;Some-college;Married-civ-spouse;Tech-support;*;<=50K
23;Some-college;Married-civ-spouse;Tech-support;White;<=50K
23;Some-college;Married-civ-spouse;Tech-support;White;<=50K
24;Some-college;Married-civ-spouse;Tech-support;White;<=50K
24;Some-college;Married-civ-spouse;Tech-support;White;<=50K
24;Some-college;Married-civ-spouse;Tech-support;White;>50K
20;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
21;Some-college;Married-civ-spouse;Craft-repair;White;>50K
21;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
22;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
22;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
22;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
23;Some-college;Married-civ-spouse;Craft-repair;White;>50K
23;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
23;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
23;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
23;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
22;Bachelors;Married-civ-spouse;Prof-specialty;White;<=50K
22;Bachelors;Married-civ-spouse;Prof-specialty;White;<=50K
23;Bachelors;Married-civ-spouse;Prof-specialty;White;<=50K
23;Bachelors;Married-civ-spouse;Prof-specialty;White;<=50K
23;Bachelors;Married-civ-spouse;Prof-specialty;White;<=50K
23;Bachelors;Married-civ-spouse;Prof-specialty;White;<=50K
24;Bachelors;spouse present;Prof-specialty;*;>50K
24;Bachelors;spouse present;Prof-specialty;*;<=50K
24;Bachelors;spouse present;Prof-specialty;*;<=50K
24;Bachelors;spouse present;Prof-specialty;*;<=50K
24;Bachelors;spouse present;Prof-specialty;*;>50K
24;Bachelors;spouse present;Prof-specialty;*;<=50K
24;Bachelors;spouse present;Prof-specialty;*;<=50K
24;Bachelors;spouse present;Prof-specialty;*;>50K
24;Bachelors;spouse present;Prof-specialty;*;<=50K
24;Bachelors;spouse present;Prof-specialty;*;<=50K
24;Bachelors;spouse present;Prof-specialty;*;<=50K
24;Bachelors;spouse present;Prof-specialty;*;>50K
24;Bachelors;spouse present;Prof-specialty;*;<=50K
24;Bachelors;spouse present;Prof-specialty;*;<=50K
24;Bachelors;spouse present;Prof-specialty;*;<=50K
24;Bachelors;spouse present;Prof-specialty;*;<=50K
24;Bachelors;spouse present;Prof-specialty;*;<=50K
20~24;Some-college;Married-civ-spouse;Prof-specialty;*;<=50K
20~24;Some-college;Married-civ-spouse;Prof-specialty;*;<=50K
20~24;Some-college;Married-civ-spouse;Prof-specialty;*;<=50K
20~24;Some-college;Married-civ-spouse;Prof-specialty;*;<=50K
20~24;Some-college;Married-civ-spouse;Prof-specialty;*;<=50K
20~24;Some-college;Married-civ-spouse;Prof-specialty;*;>50K
20~24;Some-college;Married-civ-spouse;Prof-specialty;*;<=50K
20~24;Undergraduate;Married-civ-spouse;Machine-op-inspct;*;<=50K
20~24;Undergraduate;Married-civ-spouse;Machine-op-inspct;*;<=50K
20~24;Undergraduate;Married-civ-spouse;Machine-op-inspct;*;<=50K
20~24;Undergraduate;Married-civ-spouse;Machine-op-inspct;*;<=50K
20~24;Undergraduate;Married-civ-spouse;Machine-op-inspct;*;>50K
20~24;Undergraduate;Married-civ-spouse;Machine-op-inspct;*;<=50K
20~24;Undergraduate;Married-civ-spouse;Machine-op-inspct;*;<=50K
20~24;Undergraduate;Married-civ-spouse;Machine-op-inspct;*;<=50K
20~24;Undergraduate;Married-civ-spouse;Machine-op-inspct;*;<=50K
20~24;Undergraduate;Married-civ-spouse;Machine-op-inspct;*;<=50K
20~24;Undergraduate;Married-civ-spouse;Machine-op-inspct;*;<=50K
20~24;Undergraduate;Married-civ-spouse;Machine-op-inspct;*;<=50K
20~24;Assoc-voc;Married-civ-spouse;Tech-support;White;>50K
20~24;Assoc-voc;Married-civ-spouse;Tech-support;White;<=50K
21;Assoc-voc;Married-civ-spouse;Craft-repair;White;<=50K
21;Assoc-voc;Married-civ-spouse;Craft-repair;White;<=50K
23;Assoc-voc;Married-civ-spouse;Craft-repair;*;<=50K
23;Assoc-voc;Married-civ-spouse;Craft-repair;*;<=50K
23;Assoc-voc;Married-civ-spouse;Craft-repair;*;<=50K
23;Assoc-voc;Married-civ-spouse;Craft-repair;*;<=50K
23;Assoc-voc;Married-civ-spouse;Craft-repair;*;>50K
24;Professional Education;Married-civ-spouse;Craft-repair;White;<=50K
24;Professional Education;Married-civ-spouse;Craft-repair;White;<=50K
24;Professional Education;Married-civ-spouse;Craft-repair;White;<=50K
24;Professional Education;Married-civ-spouse;Craft-repair;White;<=50K
24;Professional Education;Married-civ-spouse;Craft-repair;White;<=50K
24;Professional Education;Married-civ-spouse;Craft-repair;White;<=50K
