age;education;marital-status;occupation;race;income
20~24;Higher education;Married-civ-spouse;Tech-support;*;<=50K
20~24;Higher education;Married-civ-spouse;Tech-support;*;<=50K
20~24;Higher education;Married-civ-spouse;Tech-support;*;>50K
20~24;Higher education;Married-civ-spouse;Tech-support;*;<=50K
20~24;Higher education;Married-civ-spouse;Tech-support;*;<=50K
20~24;Higher education;Married-civ-spouse;Tech-support;*;<=50K
20~24;Higher education;Married-civ-spouse;Tech-support;*;<=50K
20~24;Higher education;Married-civ-spouse;Tech-support;*;<=50K
20~24;Higher education;Married-civ-spouse;Tech-support;*;<=50K
20~24;Higher education;Married-civ-spouse;Tech-support;*;<=50K
20~24;Higher education;Married-civ-spouse;Tech-support;*;<=50K
20~24;Higher education;Married-civ-spouse;Tech-support;*;>50K
20~24;Higher education;Married-civ-spouse;Tech-support;*;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;>50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;>50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Some-college;Married-civ-spouse;Craft-repair;White;<=50K
20~24;Professional Education;Married-civ-spouse;Craft-repair;*;<=50K
20~24;Professional Education;Married-civ-spouse;Craft-repair;*;<=50K
20~24;Professional Education;Married-civ-spouse;Craft-repair;*;<=50K
20~24;Professional Education;Married-civ-spouse;Craft-repair;*;<=50K
20~24;Professional Education;Married-civ-spouse;Craft-repair;*;<=50K
20~24;Professional Education;Married-civ-spouse;Craft-repair;*;<=50K
20~24;Professional Education;Married-civ-spouse;Craft-repair;*;<=50K
20~24;Professional Education;Married-civ-spouse;Craft-repair;*;<=50K
20~24;Professional Education;Married-civ-spouse;Craft-repair;*;<=50K
20~24;Professional Education;Married-civ-spouse;Craft-repair;*;<=50K
20~24;Professional Education;Married-civ-spouse;Craft-repair;*;<=50K
20~24;Professional Education;Married-civ-spouse;Craft-repair;*;<=50K
20~24;Professional Education;Married-civ-spouse;Craft-repair;*;>50K
20~24;Professional Education;Married-civ-spouse;Craft-repair;*;<=50K
20~24;Higher education;spouse present;Prof-specialty;*;>50K
20~24;Higher education;spouse present;Prof-specialty;*;>50K
20~24;Higher education;spouse present;Prof-specialty;*;<=50K
20~24;Higher education;spouse present;Prof-specialty;*;<=50K
20~24;Higher education;spouse present;Prof-specialty;*;<=50K
20~24;Higher education;spouse present;Prof-specialty;*;<=50K
20~24;Higher education;spouse present;Prof-specialty;*;<=50K
20~24;Higher education;spouse present;Prof-specialty;*;<=50K
20~24;Higher education;spouse present;Prof-specialty;*;<=50K
20~24;Higher education;spouse present;Prof-specialty;*;>50K
20~24;Higher education;spouse present;Prof-specialty;*;<=50K
20~24;Higher education;spouse present;Prof-specialty;*;>50K
20~24;Higher education;spouse present;Prof-specialty;*;<=50K
20~24;Higher education;spouse present;Prof-specialty;*;<=50K
20~24;Higher education;spouse present;Prof-specialty;*;<=50K
20~24;Higher education;spouse present;Prof-specialty;*;<=50K
20~24;Higher education;spouse present;Prof-specialty;*;<=50K
